### STRATEGIC INQUIRY FOR AI ARCHITECT TEACHER ###
Please analyze the attached 500-candle data slice and provide insights on the following:

1. MARKET SELECTION: Looking at NQ vs ES momentum here, how would you mathematically decide which one to favor for a LONG position?
2. EXECUTION REALISM: For these 1-minute wicks, is a 'Limit' order at the signal price realistic, or should I simulate a 'touch-through' rule?
3. PROFIT PROTECTION: Based on the tech reversals in this NQ sample, would a static 2:1 RR suffice, or is an adaptive 'momentum squeeze' trailing stop required?
4. SIGNAL FILTERING: What 15-minute trend or institutional context would you overlay to filter out the false entries seen in this 1-minute data?

==================================================

RAW NASDAQ (NQ) DATA - LAST 500 MINS:
Datetime,close,high,low,open,volume,ticker
2026-02-13 01:03:00+00:00,24758.75,24761.0,24755.0,24758.25,160,NQ
2026-02-13 01:04:00+00:00,24772.0,24773.75,24756.5,24758.25,238,NQ
2026-02-13 01:05:00+00:00,24792.5,24792.75,24767.5,24772.0,472,NQ
2026-02-13 01:06:00+00:00,24787.5,24800.0,24787.25,24792.0,397,NQ
2026-02-13 01:07:00+00:00,24807.0,24816.5,24784.75,24788.25,444,NQ
2026-02-13 01:08:00+00:00,24805.0,24813.0,24803.75,24807.5,287,NQ
2026-02-13 01:09:00+00:00,24807.75,24808.5,24798.5,24805.75,184,NQ
2026-02-13 01:10:00+00:00,24808.25,24810.0,24799.5,24807.5,127,NQ
2026-02-13 01:11:00+00:00,24810.75,24812.0,24806.25,24807.75,124,NQ
2026-02-13 01:12:00+00:00,24812.0,24814.0,24807.75,24811.25,183,NQ
2026-02-13 01:13:00+00:00,24810.5,24812.5,24806.25,24811.25,62,NQ
2026-02-13 01:14:00+00:00,24806.25,24811.0,24805.5,24810.25,90,NQ
2026-02-13 01:15:00+00:00,24809.0,24816.0,24804.25,24806.0,159,NQ
2026-02-13 01:16:00+00:00,24803.25,24810.0,24797.75,24809.75,138,NQ
2026-02-13 01:17:00+00:00,24820.0,24820.0,24804.5,24804.5,211,NQ
2026-02-13 01:18:00+00:00,24817.0,24819.5,24812.75,24819.25,112,NQ
2026-02-13 01:19:00+00:00,24814.0,24817.5,24812.5,24815.75,79,NQ
2026-02-13 01:20:00+00:00,24814.25,24817.5,24810.0,24813.25,99,NQ
2026-02-13 01:21:00+00:00,24796.75,24817.0,24791.25,24815.0,399,NQ
2026-02-13 01:22:00+00:00,24810.0,24810.5,24777.25,24797.5,695,NQ
2026-02-13 01:23:00+00:00,24791.25,24811.25,24778.75,24811.25,543,NQ
2026-02-13 01:24:00+00:00,24779.25,24796.25,24779.25,24792.5,161,NQ
2026-02-13 01:25:00+00:00,24775.0,24789.25,24774.0,24780.5,321,NQ
2026-02-13 01:26:00+00:00,24779.75,24784.75,24770.5,24774.25,152,NQ
2026-02-13 01:27:00+00:00,24786.75,24788.25,24779.75,24783.5,84,NQ
2026-02-13 01:28:00+00:00,24805.25,24805.5,24784.75,24785.75,414,NQ
2026-02-13 01:29:00+00:00,24796.75,24806.0,24796.75,24805.0,113,NQ
2026-02-13 01:30:00+00:00,24803.75,24806.75,24780.75,24796.75,502,NQ
2026-02-13 01:31:00+00:00,24795.75,24805.5,24795.75,24803.0,130,NQ
2026-02-13 01:32:00+00:00,24791.5,24797.75,24790.0,24795.5,108,NQ
2026-02-13 01:33:00+00:00,24797.75,24801.25,24785.5,24790.75,141,NQ
2026-02-13 01:34:00+00:00,24800.5,24804.25,24798.5,24798.5,127,NQ
2026-02-13 01:35:00+00:00,24789.5,24803.5,24787.25,24799.25,155,NQ
2026-02-13 01:36:00+00:00,24800.0,24804.0,24786.5,24787.0,173,NQ
2026-02-13 01:37:00+00:00,24798.0,24799.0,24795.5,24799.0,26,NQ
2026-02-13 01:38:00+00:00,24805.0,24805.0,24797.25,24797.25,45,NQ
2026-02-13 01:39:00+00:00,24806.25,24810.25,24799.75,24807.0,97,NQ
2026-02-13 01:40:00+00:00,24806.5,24812.25,24805.0,24806.5,142,NQ
2026-02-13 01:41:00+00:00,24798.25,24806.25,24793.5,24806.25,177,NQ
2026-02-13 01:42:00+00:00,24797.5,24805.0,24796.0,24797.5,86,NQ
2026-02-13 01:43:00+00:00,24799.75,24805.25,24797.75,24798.75,61,NQ
2026-02-13 01:44:00+00:00,24795.5,24800.75,24790.75,24799.0,88,NQ
2026-02-13 01:45:00+00:00,24792.5,24795.5,24790.25,24794.75,53,NQ
2026-02-13 01:46:00+00:00,24799.5,24800.0,24789.75,24795.0,62,NQ
2026-02-13 01:47:00+00:00,24808.25,24811.0,24798.25,24799.0,193,NQ
2026-02-13 01:48:00+00:00,24810.0,24813.75,24806.25,24807.75,174,NQ
2026-02-13 01:49:00+00:00,24808.75,24810.0,24803.75,24808.75,77,NQ
2026-02-13 01:50:00+00:00,24814.5,24816.75,24809.0,24809.75,102,NQ
2026-02-13 01:51:00+00:00,24813.5,24821.25,24813.5,24814.25,143,NQ
2026-02-13 01:52:00+00:00,24807.25,24816.25,24806.25,24814.0,85,NQ
2026-02-13 01:53:00+00:00,24805.75,24813.5,24805.25,24807.5,93,NQ
2026-02-13 01:54:00+00:00,24790.75,24806.0,24788.5,24805.25,372,NQ
2026-02-13 01:55:00+00:00,24784.0,24791.75,24781.25,24791.0,165,NQ
2026-02-13 01:56:00+00:00,24779.5,24783.0,24765.0,24783.0,261,NQ
2026-02-13 01:57:00+00:00,24776.75,24777.0,24766.5,24777.0,160,NQ
2026-02-13 01:58:00+00:00,24765.75,24776.25,24765.0,24776.0,135,NQ
2026-02-13 01:59:00+00:00,24787.0,24791.0,24768.5,24768.5,382,NQ
2026-02-13 02:00:00+00:00,24809.25,24809.25,24786.25,24786.75,329,NQ
2026-02-13 02:01:00+00:00,24815.25,24818.25,24808.0,24808.0,285,NQ
2026-02-13 02:02:00+00:00,24816.75,24817.75,24812.25,24814.5,110,NQ
2026-02-13 02:03:00+00:00,24814.75,24822.25,24812.0,24817.0,179,NQ
2026-02-13 02:04:00+00:00,24813.0,24816.25,24808.5,24815.75,85,NQ
2026-02-13 02:05:00+00:00,24810.0,24812.5,24800.5,24811.0,321,NQ
2026-02-13 02:06:00+00:00,24813.25,24814.25,24804.5,24808.0,73,NQ
2026-02-13 02:07:00+00:00,24815.5,24819.5,24810.75,24812.25,149,NQ
2026-02-13 02:08:00+00:00,24816.0,24818.0,24813.0,24813.75,40,NQ
2026-02-13 02:09:00+00:00,24818.5,24820.5,24815.75,24816.5,85,NQ
2026-02-13 02:10:00+00:00,24817.25,24818.5,24813.5,24818.5,39,NQ
2026-02-13 02:11:00+00:00,24825.0,24825.25,24816.25,24816.25,146,NQ
2026-02-13 02:12:00+00:00,24819.25,24825.5,24819.25,24825.25,77,NQ
2026-02-13 02:13:00+00:00,24823.75,24823.75,24817.0,24820.0,59,NQ
2026-02-13 02:14:00+00:00,24819.5,24821.25,24819.25,24821.25,27,NQ
2026-02-13 02:15:00+00:00,24806.25,24820.5,24803.75,24820.0,262,NQ
2026-02-13 02:16:00+00:00,24804.75,24805.75,24798.0,24805.0,166,NQ
2026-02-13 02:17:00+00:00,24806.5,24810.75,24802.5,24804.0,62,NQ
2026-02-13 02:18:00+00:00,24809.25,24810.0,24803.75,24805.5,47,NQ
2026-02-13 02:19:00+00:00,24803.25,24809.5,24798.0,24807.0,157,NQ
2026-02-13 02:20:00+00:00,24802.0,24803.0,24794.0,24803.0,112,NQ
2026-02-13 02:21:00+00:00,24804.75,24805.5,24798.25,24799.75,62,NQ
2026-02-13 02:22:00+00:00,24802.75,24818.0,24802.0,24803.5,245,NQ
2026-02-13 02:23:00+00:00,24804.25,24806.75,24800.25,24804.25,25,NQ
2026-02-13 02:24:00+00:00,24807.5,24809.0,24804.0,24804.0,13,NQ
2026-02-13 02:25:00+00:00,24801.25,24810.0,24801.25,24808.0,54,NQ
2026-02-13 02:26:00+00:00,24800.5,24803.0,24795.5,24801.75,43,NQ
2026-02-13 02:27:00+00:00,24807.0,24809.5,24797.0,24798.75,71,NQ
2026-02-13 02:28:00+00:00,24811.25,24813.5,24807.75,24807.75,59,NQ
2026-02-13 02:29:00+00:00,24813.0,24814.5,24811.0,24811.0,18,NQ
2026-02-13 02:30:00+00:00,24821.0,24822.0,24813.75,24813.75,151,NQ
2026-02-13 02:31:00+00:00,24824.5,24827.75,24820.5,24821.75,128,NQ
2026-02-13 02:32:00+00:00,24829.0,24832.0,24823.0,24824.25,183,NQ
2026-02-13 02:33:00+00:00,24821.75,24832.25,24820.75,24829.25,118,NQ
2026-02-13 02:34:00+00:00,24824.75,24827.75,24820.0,24820.25,53,NQ
2026-02-13 02:35:00+00:00,24821.5,24825.0,24820.0,24824.0,38,NQ
2026-02-13 02:36:00+00:00,24823.25,24827.0,24823.0,24823.0,41,NQ
2026-02-13 02:37:00+00:00,24823.25,24823.25,24820.25,24823.0,26,NQ
2026-02-13 02:38:00+00:00,24821.0,24822.5,24819.25,24821.75,22,NQ
2026-02-13 02:39:00+00:00,24823.25,24826.25,24822.0,24822.0,49,NQ
2026-02-13 02:40:00+00:00,24816.25,24824.0,24816.25,24823.5,41,NQ
2026-02-13 02:41:00+00:00,24817.75,24819.0,24812.25,24817.25,88,NQ
2026-02-13 02:42:00+00:00,24822.75,24823.75,24820.75,24820.75,28,NQ
2026-02-13 02:43:00+00:00,24813.5,24820.75,24806.75,24820.0,171,NQ
2026-02-13 02:44:00+00:00,24806.5,24813.75,24804.0,24813.75,248,NQ
2026-02-13 02:45:00+00:00,24808.75,24810.5,24798.5,24806.25,196,NQ
2026-02-13 02:46:00+00:00,24797.5,24808.75,24794.0,24808.5,186,NQ
2026-02-13 02:47:00+00:00,24798.0,24803.5,24796.25,24798.75,67,NQ
2026-02-13 02:48:00+00:00,24802.25,24805.0,24799.5,24800.0,47,NQ
2026-02-13 02:49:00+00:00,24804.75,24805.0,24801.0,24801.0,45,NQ
2026-02-13 02:50:00+00:00,24803.5,24809.0,24800.25,24805.0,96,NQ
2026-02-13 02:51:00+00:00,24800.75,24803.0,24800.0,24802.75,39,NQ
2026-02-13 02:52:00+00:00,24802.25,24805.0,24801.5,24801.5,30,NQ
2026-02-13 02:53:00+00:00,24801.25,24801.75,24799.0,24801.75,39,NQ
2026-02-13 02:54:00+00:00,24803.25,24806.0,24799.75,24800.75,36,NQ
2026-02-13 02:55:00+00:00,24800.75,24806.25,24800.75,24803.0,27,NQ
2026-02-13 02:56:00+00:00,24808.25,24809.25,24801.25,24801.25,46,NQ
2026-02-13 02:57:00+00:00,24804.75,24809.0,24804.75,24809.0,31,NQ
2026-02-13 02:58:00+00:00,24802.75,24804.5,24802.0,24803.75,40,NQ
2026-02-13 02:59:00+00:00,24802.75,24804.0,24801.0,24803.5,35,NQ
2026-02-13 03:00:00+00:00,24806.0,24807.75,24802.25,24803.75,59,NQ
2026-02-13 03:01:00+00:00,24808.25,24808.5,24803.5,24805.0,34,NQ
2026-02-13 03:02:00+00:00,24813.75,24815.25,24805.25,24807.25,68,NQ
2026-02-13 03:03:00+00:00,24815.0,24817.75,24812.75,24814.5,60,NQ
2026-02-13 03:04:00+00:00,24815.5,24820.75,24814.5,24815.0,60,NQ
2026-02-13 03:05:00+00:00,24809.0,24815.0,24808.5,24815.0,70,NQ
2026-02-13 03:06:00+00:00,24806.75,24810.0,24803.75,24808.75,80,NQ
2026-02-13 03:07:00+00:00,24805.25,24808.0,24805.25,24806.0,13,NQ
2026-02-13 03:08:00+00:00,24801.0,24805.0,24797.25,24805.0,66,NQ
2026-02-13 03:09:00+00:00,24801.0,24803.25,24798.5,24798.5,24,NQ
2026-02-13 03:10:00+00:00,24800.75,24803.0,24799.75,24802.25,36,NQ
2026-02-13 03:11:00+00:00,24807.0,24807.75,24800.0,24800.25,39,NQ
2026-02-13 03:12:00+00:00,24805.25,24807.25,24805.0,24807.0,12,NQ
2026-02-13 03:13:00+00:00,24809.75,24810.25,24805.5,24805.5,21,NQ
2026-02-13 03:14:00+00:00,24803.0,24809.25,24801.75,24809.25,37,NQ
2026-02-13 03:15:00+00:00,24805.75,24806.0,24802.25,24803.5,33,NQ
2026-02-13 03:16:00+00:00,24807.5,24808.75,24800.5,24804.75,48,NQ
2026-02-13 03:17:00+00:00,24802.75,24807.5,24801.5,24807.25,48,NQ
2026-02-13 03:18:00+00:00,24795.25,24802.75,24794.0,24802.0,85,NQ
2026-02-13 03:19:00+00:00,24794.25,24796.25,24793.5,24795.75,26,NQ
2026-02-13 03:20:00+00:00,24782.75,24795.5,24782.5,24793.5,194,NQ
2026-02-13 03:21:00+00:00,24781.5,24786.75,24777.5,24783.75,185,NQ
2026-02-13 03:22:00+00:00,24774.5,24784.5,24773.5,24781.25,106,NQ
2026-02-13 03:23:00+00:00,24777.25,24780.25,24775.0,24775.0,63,NQ
2026-02-13 03:24:00+00:00,24771.25,24776.75,24769.5,24776.75,162,NQ
2026-02-13 03:25:00+00:00,24773.25,24780.0,24770.5,24770.5,83,NQ
2026-02-13 03:26:00+00:00,24774.5,24778.75,24773.0,24773.5,41,NQ
2026-02-13 03:27:00+00:00,24773.5,24776.0,24772.0,24773.75,39,NQ
2026-02-13 03:28:00+00:00,24771.75,24775.25,24770.5,24772.25,130,NQ
2026-02-13 03:29:00+00:00,24776.25,24777.0,24770.0,24770.5,84,NQ
2026-02-13 03:30:00+00:00,24779.25,24780.25,24774.25,24775.5,97,NQ
2026-02-13 03:31:00+00:00,24781.0,24788.5,24778.75,24779.0,93,NQ
2026-02-13 03:32:00+00:00,24782.75,24783.0,24777.5,24782.25,41,NQ
2026-02-13 03:33:00+00:00,24792.75,24796.5,24783.0,24783.5,120,NQ
2026-02-13 03:34:00+00:00,24787.25,24792.5,24787.25,24792.5,52,NQ
2026-02-13 03:35:00+00:00,24789.25,24791.5,24787.75,24788.25,43,NQ
2026-02-13 03:36:00+00:00,24790.25,24791.25,24785.75,24790.0,53,NQ
2026-02-13 03:37:00+00:00,24789.0,24789.75,24783.25,24788.0,40,NQ
2026-02-13 03:38:00+00:00,24788.0,24788.75,24781.5,24788.5,45,NQ
2026-02-13 03:39:00+00:00,24789.0,24790.0,24783.75,24788.0,38,NQ
2026-02-13 03:40:00+00:00,24782.0,24790.25,24779.5,24790.0,52,NQ
2026-02-13 03:41:00+00:00,24777.75,24782.25,24776.5,24782.25,52,NQ
2026-02-13 03:42:00+00:00,24780.5,24784.25,24778.5,24778.5,46,NQ
2026-02-13 03:43:00+00:00,24779.75,24785.25,24779.75,24781.75,30,NQ
2026-02-13 03:44:00+00:00,24782.75,24786.0,24781.25,24781.5,27,NQ
2026-02-13 03:45:00+00:00,24787.0,24787.25,24782.0,24783.25,33,NQ
2026-02-13 03:46:00+00:00,24777.0,24785.75,24776.5,24785.5,46,NQ
2026-02-13 03:47:00+00:00,24769.75,24777.5,24768.0,24777.5,75,NQ
